long,lat,id,nombre,categoria,cocina,ambientacion,telefono,mail,horario,calle_nombre,calle_altura,calle_cruce,direccion_completa,barrio,comuna,codigo_postal,codigo_postal_argentino
"-583,743,071","-346,243,768",2551,ASI DE SIMPLE,CAFE,SANDWICHERIA,AMERICANO,4361 0974,,lunes a domingo de 7.30 a 20.30,GARAY JUAN DE,615,,"GARAY, JUAN DE AV. 615",San Telmo,1,1153,C1153ABE
"-583,643,274","-346,059,661",1593,ASIA DE CUBA,RESTAURANTE,INTERNACIONAL,ORIENTAL,4894 1328,,,DEALESSI PIERINA,750,,"DEALESSI, PIERINA 750",Puerto Madero,1,,
"-583,750,252","-346,061,257",2110,ASTOR PIAZZOLA,RESTAURANTE,,,8.10E+14,info@piazzolatango.com,,FLORIDA,165,,FLORIDA 165,San Nicolas,1,1005,C1005AAC
"-583,913,606","-346,009,072",2111,ASTRAL,RESTAURANTE,PIZZERIA,,4371 5106,,lunes a viernes de 7 a 00,RODRIGUEZ PEÑA,687,,RODRIGUEZ PEÑA 687,San Nicolas,1,,
"-584,203,415","-345,985,039",614,ASTRO BAR,RESTAURANTE,INTERNACIONAL,,4866 5588,astrobar@argentina.com,,MEDRANO,950,,MEDRANO AV. 950,Almagro,5,1179,C1179AAR
"-584,925,124","-345,817,094",2771,ASTURIAS,RESTAURANTE,PORTEÃ‘A,CLASICO PORTEÑO,4265 7038,,lunes a sábado de 7 a 20,DE LOS CONSTITUYENTES,4598,,DE LOS CONSTITUYENTES AV. 4598,Villa Pueyrredon,12,1431,C1431EXX
"-583,989,859","-346,097,511",687,ATENEA,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4951 0640,,,RIVADAVIA AV,2300,,RIVADAVIA AV. 2300,Balvanera,3,1034,C1034ACO
"-584,246,919","-346,074,136",615,ATLANTICO,RESTAURANTE,CLASICO PORTEÃ‘O,,4982 5794,,,GASCON,392,,GASCON 392,Almagro,5,1181,C1181ACF
"-583,916,683","-345,902,264",1648,AU BEC FIN,RESTAURANTE,FRANCESA,FRANCES,4805 0861,www.aubedfin.com.ar,,LOPEZ VICENTE,1877,,"LOPEZ, VICENTE 1877",Recoleta,2,1128,
"-583,603,571","-346,326,198",1224,AUGUSTO,RESTAURANTE,PIZZERIA,CLASICO PORTEÑO,4362 2533,,lunes a domingo de 6 a 00,BROWN ALTE.,888,,"BROWN, ALTE. AV. 888",Boca,4,1159,C1159ABN
"-583,949,137","-346,079,511",1649,AVANTY,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4815 7912,,,AYACUCHO,117,,AYACUCHO 117,Balvanera,3,1025,C1025AAC
"-583,753,621","-345,988,587",2114,AVE CAESAR,CAFE,TRADICIONAL,MODERNO,5555 5104,,lunes a domingo de 9 a 23,FLORIDA,787,,FLORIDA 787,San Nicolas,1,1005,C1005AAO
"-584,609,156","-346,062,983",962,AVE FENIX,CAFE,PORTEÃ‘A,CLASICO PORTEÑO,4585 7800,,,JUSTO JUAN B.,4242,,"JUSTO, JUAN B. AV. 4242",Caballito,6,1416,C1416DJW
"-583,684,566","-34,621,528",2553,AVENIDAS,CAFE,INTERNACIONAL,CLASICO PORTEÑO,4361 9817,,lunes a viernes de 7 a 21,PASEO COLON,1197,,PASEO COLON AV. 1197,San Telmo,1,1063,C1063ACL
"-583,926,343","-346,056,471",685,AVI BAR,CAFE,,,,,,SARMIENTO,1819,,SARMIENTO 1819,Balvanera,3,1044,C1044AAA
"-584,314,985","-345,878,027",28,AZAFRAN,RESTAURANTE,ESPAÃ‘OLA,ANTIGUO,4832 6487,,,HONDURAS,5143,,HONDURAS 5143,Palermo,14,1414,C1414BMS
"-583,710,602","-346,125,002",1348,AZAPAR,RESTAURANTE,MINUTAS,,4343 7601,,lunes a jueves de 15 a 21 - viernes y sábado de 18 a 3,BELGRANO,350,,BELGRANO AV. 350,Monserrat,1,1092,C1092AAQ
"-584,241,814","-34,586,486",27,AZUL ESPUMANTE,RESTAURANTE,ORIENTAL,ORIENTAL,4833 1377,,,GUATEMALA,4665,,GUATEMALA 4665,Palermo,14,1425,C1425BUK
"-583,780,869","-345,911,505",1954,AZUL PROFUNDO,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4393 4747,azulprofundo@arnet.com.ar,lunes a viernes de 12 a 16 y de 20 a 1 - sábado de 20 a 2,DEL LIBERTADOR,310,,DEL LIBERTADOR AV. 310,Retiro,1,1001,C1001ABQ
"-583,640,867","-345,981,741",1592,AZURRA,RESTAURANTE,MEDITERRANEA,MARINA,4341 9050,eventos@yachtcpm.com.ar,,MANSO JUANA,2,,MANSO JUANA 2,Puerto Madero,1,1107,C1107CBB
"-584,149,447","-345,859,246",29,AZURRO,RESTAURANTE,,,,,,SANTA FE,3596,,SANTA FE AV. 3596,Palermo,14,1425,C1425BGX
"-58,410,424","-345,864,071",30,B & B,RESTAURANTE,MINUTAS,MODERNO,4827 4343,,,BULNES,2215,,BULNES 2215,Palermo,14,1425,C1425DKM
"-584,245,685","-345,848,697",72,B'ART,RESTAURANTE,TAPAS,TEATRAL,4777 1112,b_art@ciudad.com.ar,,BORGES JORGE LUIS,2180,,"BORGES, JORGE LUIS 2180",Palermo,14,1425,C1425FFD
"-584,405,741","-345,859,665",31,BA,RESTAURANTE,,,,,,VEGA NICETO Cnel.,5702,,"VEGA, NICETO, Cnel. AV. 5702",Palermo,14,1414,C1414BFH
"-584,520,696","-345,867,269",564,BÃ‚Â SICO,RESTAURANTE,MINUTAS,MODERNO,4553 7155,,,MAURE,4061,,MAURE 4061,Chacarita,15,1427,C1427EFK
"-58,403,576","-345,835,585",1650,BABETTE,RESTAURANTE,MINUTAS,MODERNO,4804 3962,,,LAS HERAS GRAL.,2972,,LAS HERAS GENERAL AV. 2972,Recoleta,2,1425,C1425AST
"-583,945,665","-345,958,909",1651,BABIECA,RESTAURANTE,INTERNACIONAL,MODERNO,4814 1005,pizzeriababiecasa@hotmail.com.ar,,SANTA FE,1898,,SANTA FE AV. 1898,Recoleta,2,1123,C1123AAN
"-5,844,288","-345,830,231",33,BABY BA,BAR,,,,,,AREVALO,1466,,AREVALO 1466,Palermo,14,1414,C1414CQD
"-583,860,138","-346,027,982",2113,BACARO,RESTAURANTE,INTERNACIONAL,,4374 4054,,,LAVALLE,1368,,LAVALLE 1368,San Nicolas,1,1048,C1048AAH
"-583,849,924","-346,039,864",2119,BACHERO PIZZERIA CENTRO,RESTAURANTE,PIZZERIA,MODERNO,4382 3353,,lunes a viernes de 6.30 a 2,CORRIENTES,1300,,CORRIENTES AV. 1300,San Nicolas,1,1043,C1043AAZ
"-584,298,286","-345,876,561",32,BACHET - BACHET,BAR,FUSION,MODERNO,4831 7373,,martes a domingo de 5 a 17,EL SALVADOR,4960,,EL SALVADOR 4960,Palermo,14,1414,C1414BPP
"-584,353,904","-345,833,764",34,BACIO DA LUPO,RESTAURANTE,,,,,,EL SALVADOR,5600,,EL SALVADOR 5600,Palermo,14,1414,C1414BQD
"-583,868,599","-345,988,148",1957,BACO,RESTAURANTE,INTERNACIONAL,MODERNO,4815 0368,,,URUGUAY,855,,URUGUAY 855,Retiro,1,1015,C1015ABQ
"-583,785,726","-346,001,257",2115,BAGDAD CAFE,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4328 0326,,lunes a viernes de 8 a 18,VIAMONTE,820,,VIAMONTE 820,San Nicolas,1,1053,C1053ABR
"-584,763,527","-346,774,714",2741,BAHIA,CONFITERIA,MINUTAS,MODERNO,,,,GALLO DELFIN,5792,,"GALLO, DELFIN 5792",Villa Lugano,8,1439,C1439IBB
"-584,169,353","-34,658,235",1482,BAHIA,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,,,,SAENZ AV,1455,,SAENZ AV. 1455,Nueva Pompeya,4,1437,C1437DOG
"-583,671,862","-346,024,342",1594,BAHIA MADERO,RESTAURANTE,INTERNACIONAL,MODERNO,4319 8730,,,MOREAU DE JUSTO ALICIA,430,,"MOREAU DE JUSTO, ALICIA AV. 430",Puerto Madero,1,1107,C1107AAJ
"-583,711,052","-345,989,813",2116,BAJO ALEM,BAR,MINUTAS,CLASICO PORTEÑO,4312 5709,,lunes a viernes de 6 a 20,ALEM LEANDRO N.,750,,"ALEM, LEANDRO N. AV. 750",San Nicolas,1,1001,C1001AAP
"-584,586,964","-345,534,114",1497,BAJO BELGRANO,RESTAURANTE,INTERNACIONAL,MODERNO,4701 4806,,,CONGRESO,2011,,CONGRESO 2011,NuÑes,13,1428,C1428BVC
"-584,083,794","-345,804,572",35,BAKANO,RESTAURANTE,PIZZERIA,MODERNO,4807 1011,www.bakano.net.com,,CERVIÑO AV,3496,,CERVIÑO AV. 3496,Palermo,14,,
"-584,412,134","-345,719,781",576,BAKERY HOUSE,RESTAURANTE,SANDWICHERIA,MODERNO,4771 4858,,,CABILDO,428,,CABILDO AV. 428,Colegiales,13,1426,C1426AAR
"-584,088,941","-346,125,824",688,BALBANERA,CAFE,,,,,,ALSINA ADOLFO,3001,,"ALSINA, ADOLFO 3001",Balvanera,3,1207,C1207AAE
"-583,763,345","-346,010,761",2117,BALDOMERO,BAR,MINUTAS,MODERNO,4393 8704,,lunes a viernes de 8 a 20,TUCUMAN,681,,TUCUMAN 681,San Nicolas,1,1049,C1049AAM
"-584,710,135","-345,380,361",686,BALEARES,RESTAURANTE,MINUTAS,,4954 3366,,,VEDIA,2002,,VEDIA 2002,NuÑes,13,1429,C1429EJH
"-584,451,271","-346,219,021",961,BAMBO,CAFE,MINUTAS,MODERNO,4431 9434,,,RIVADAVIA,5647,,RIVADAVIA AV. 5647,Caballito,6,1424,C1424CEL
"-583,871,868","-345,992,259",1653,BAMBU,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4813 0970,,,CORDOBA,1415,,CORDOBA AV. 1415,Recoleta,2,1055,C1055AAE
"-584,205,279","-345,900,256",36,BANAURA BAR,RESTAURANTE,DE AUTOR,ART- DECO,,,martes a domingo de 19 al cierre,SOLER,4202,,SOLER 4202,Palermo,14,1425,C1425BWV
"-58,441,599","-34,620,499",963,BANCHERO,CAFE,PIZZERIA,CLASICO PORTEÑO,4901 6430,,lunes a domingo de 12 a 15 y de 20 a 00,RIVADAVIA,5401,,RIVADAVIA AV. 5401,Caballito,6,1424,C1424CEJ
"-583,586,258","-346,352,626",1226,BANCHERO,RESTAURANTE,PIZZERIA,CLASICO PORTEÑO,4303 3232,,lunes a domingo de 8 a 00,SUAREZ,396,,SUAREZ 396,Boca,4,1162,C1162AEH
"-58,441,599","-34,620,499",964,BANCHERO OESTE,RESTAURANTE,PIZZERIA,CLASICO PORTEÑO,4901 6430,,,RIVADAVIA,5401,,RIVADAVIA AV. 5401,Caballito,6,1424,C1424CEJ
"-584,104,305","-34,612,739",689,BANDE,RESTAURANTE,,,4932 3293,,,ALSINA ADOLFO,3119,,"ALSINA, ADOLFO 3119",Balvanera,3,1207,C1207AAG
"-584,371,517","-345,834,301",37,BAR,BAR,,,,,,HONDURAS,5699,,HONDURAS 5699,Palermo,14,1414,C1414BNE
"-583,913,044","-346,242,999",1098,BAR & CO,RESTAURANTE,,,,,,ENTRE RIOS,1322,,ENTRE RIOS AV. 1322,Constitucion,1,1133,C1133AAO
"-583,956,099","-346,032,299",690,BAR 2001,CAFE,SANDWICHERIA,CLASICO PORTEÑO,4371 4335,,,LAVALLE,2001,,LAVALLE 2001,Balvanera,3,1051,C1051ABE
"-584,275,782","-345,895,654",39,BAR 6,BAR,INTERNACIONAL,DISEÑO,4833 6807,barseis@hotmail.com,lunes a sábado de 8 a 3,ARMENIA,1676,,ARMENIA 1676,Palermo,14,1414,C1414DKJ
"-584,991,559","-345,512,013",2057,BAR 9 DE JULIO,CAFE,MINUTAS,CLASICO PORTEÑO,4541 8377,,,BALBIN RICARDO DR.,4999,,"BALBIN, RICARDO, DR. AV. 4999",Saavedra,12,1430,C1430ABH
"-584,298,425","-345,887,692",38,BAR ABIERTO,BAR,INTERNACIONAL,CLASICO PORTEÑO,4833 7640,barabierto@ciudad.com.ar,,BORGES JORGE LUIS,1613,,"BORGES, JORGE LUIS 1613",Palermo,14,1414,C1414DGA
"-583,731,393","-346,185,347",2552,BAR ACONCAGUA,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,4362 3826,,lunes a viernes de 6 a 00,ESTADOS UNIDOS,502,,ESTADOS UNIDOS 502,San Telmo,1,1101,C1101AAL
"-585,006,721","-345,956,309",2698,BAR ALEMAN,PUB,INTERNACIONAL,CLASICO PORTEÑO,4501 0814,,,SAN MARTIN,5992,,SAN MARTIN AV. 5992,Villa Devoto,11,1419,C1419IBP
"-584,031,968","-346,100,461",692,BAR AMERICANO,CAFE,SANDWICHERIA,CLASICO PORTEÑO,4951 3574,,,RIVADAVIA,2598,,RIVADAVIA AV. 2598,Balvanera,3,1034,C1034ACR
"-583,728,361","-346,030,859",2118,BAR AMERICANO,RESTAURANTE,MINUTAS,MODERNO,4394 1459,,lunes a viernes de 6 a 20,CORRIENTES,427,,CORRIENTES AV. 427,San Nicolas,1,1043,C1043AAE
"-583,711,472","-346,042,263",2120,BAR AMERICANO LA BOLSA,RESTAURANTE,MINUTAS,MODERNO,4325 0576,,lunes a viernes de 6 a 20,SARMIENTO,301,,SARMIENTO 301,San Nicolas,1,1041,C1041AAG
"-584,512,975","-34,552,309",490,BAR ARTE,RESTAURANTE,INTERNACIONAL,MODERNO,4784 8221,mazzeimaderas@fibertel.com.ar,,DEL LIBERTADOR,6445,,DEL LIBERTADOR AV. 6445,Belgrano,13,1428,C1428ARH
"-583,902,134","-346,147,809",1346,BAR ASTURIANO,BAR,MINUTAS,CLASICO PORTEÑO,4383 3815,,,VENEZUELA,1699,,REPUBLICA BOLIVARIANA DE VENEZUELA 1699,Monserrat,1,1096,C1096ABA
"-583,996,055","-346,026,861",691,BAR ASTURIAS,CONFITERIA,MINUTAS,CLASICO PORTEÑO,4954 2490,,,PASTEUR,555,,PASTEUR 555,Balvanera,3,1028,C1028AAK
"-584,730,883","-346,527,901",1523,BAR AVENIDA,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,4674 2348,,lunes a viernes de 6.30 a 21 - sábado de 6.30 a 16,PERON EVA,4300,,"PERON, EVA AV. 4300",Parque Avellaneda,9,1407,C1407HUT
"-583,556,619","-346,370,072",1227,BAR BERLA,BAR,TRADICIONAL,CLASICO PORTEÑO,4303 8256,,,DON PEDRO DE MENDOZA,1459,,DON PEDRO DE MENDOZA AV. 1459,Boca,4,1156,C1156ADB
"-583,748,458","-346,111,286",1349,BAR BIBON DE LAS LUCES,BAR,,,,,,PERU,269,,PERU 269,Monserrat,1,1067,C1067AAE
"-583,939,523","-346,039,845",693,BAR BOSTON,RESTAURANTE,,,,,,RIOBAMBA,438,,RIOBAMBA 438,Balvanera,3,1025,C1025ABJ
"-583,708,348","-346,253,089",2554,BAR BRITANICO,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4361 2107,,lunes a domingo de 1 a 00,BRASIL,399,,BRASIL AV. 399,San Telmo,1,1154,C1154AAC
,,,BAR BRITANICO,Restaurante,,,4361-2107,,,,,,BRASIL 399,SAN TELMO,1,,
"-584,123,863","-345,942,021",1655,BAR BUSTAMANTE,CAFE,INTERNACIONAL,CLASICO PORTEÑO,4963 6931,,lunes a sábado de 6 a 23,SANCHEZ DE BUSTAMANTE,1382,,SANCHEZ DE BUSTAMANTE 1382,Recoleta,2,1425,C1425DUB
"-584,022,492","-346,036,338",694,BAR CANDY,CAFE,MINUTAS,CLASICO PORTEÑO,4952 4668,,,LARREA,486,,LARREA 486,Balvanera,3,1030,C1030AAJ
"-583,767,943","-346,119,739",1347,BAR CARLITOS,CAFE,MINUTAS,CLASICO PORTEÑO,4343 2216,,,ROCA JULIO A. Pres.,737,,"ROCA, JULIO A., PRESIDENTE AV. 737",Monserrat,1,1067,C1067ABC
"-584,606,095","-345,830,615",2750,BAR CHARLY,RESTAURANTE,PARRILLA,CLASICO PORTEÑO,4553 6726,,lunes a sábado de 6 a 17,ELCANO,4005,,ELCANO AV. 4005,Villa Ortuzar,15,1427,C1427CHE
"-584,494,248","-345,778,013",577,BAR CONDE,RESTAURANTE,SANDWICHERIA,CLASICO PORTEÑO,4551 3889,,,LACROZE FEDERICO,3193,,"LACROZE, FEDERICO AV. 3193",Colegiales,13,1426,C1426CQE
"-584,064,593","-345,979,563",1657,BAR CORDOBA,CAFE,MINUTAS,CLASICO PORTEÑO,4961 8848,,lunes a domingo de 6 a 2,CORDOBA,2799,,CORDOBA AV. 2799,Recoleta,2,1187,C1187AAB
"-583,761,441","-346,046,001",2122,BAR DE BOCA,RESTAURANTE,MINUTAS,MODERNO,4325 3383,www.elbardeboca.com,lunes a viernes de 8.30 a 17.30,SARMIENTO,667,,SARMIENTO 667,San Nicolas,1,1041,C1041AAM
,,,BAR DE CAO,Bar Notable,,,4943-3694,baresnotables@gmail.com,,,,,INDEPENDENCIA 2400,SAN CRISTOBAL,3,,
"-584,341,584","-345,838,725",40,BAR DE VINOS,VINERIA,,,,,,HUMBOLDT,1847,,HUMBOLDT 1847,Palermo,14,1414,C1414CTS
"-584,045,588","-346,154,542",696,BAR DEL REGISTRO,,MINUTAS,CLASICO PORTEÑO,4308 5952,,,JUJUY,478,,JUJUY AV. 478,Balvanera,3,1083,C1083AAR
"-583,992,201","-345,936,345",1656,BAR DINO,BAR,INTERNACIONAL,,,,,AZCUENAGA,1277,,AZCUENAGA 1277,Recoleta,2,1115,C1115AAI
"-583,860,102","-346,199,219",1096,BAR DON,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4304 2852,,,CALVO CARLOS,1402,,"CALVO, CARLOS 1402",Constitucion,1,1102,C1102ABD
,,,BAR EL COLONIAL,Bar Notable,,,4331-9030,bar.elcolonial@yahoo.com.ar,,,,,AV. BELGRANO 599,MONSERRAT,1,,
"-584,091,963","-346,374,708",1549,BAR EL MOLINO,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4677 1743,,,24 DE NOVIEMBRE,2287,,24 DE NOVIEMBRE 2287,Parque Patricios,4,1242,C1242AAU
"-584,085,272","-346,150,209",695,BAR ESPAÑOL,RESTAURANTE,PORTEÃ‘A,CLASICO PORTEÑO,4931 6336,,,BELGRANO,3001,,BELGRANO AV. 3001,Balvanera,3,1209,C1209AAC
"-584,228,098","-345,715,334",42,BAR FLY,VINERIA,MINUTAS,MODERNO,4777 7455,,,DEL LIBERTADOR,3883,,DEL LIBERTADOR AV. 3883,Palermo,14,1425,C1425ABL
"-584,078,983","-346,011,274",697,BAR GARDEL,RESTAURANTE,,TANGO,4964 3375,,,TUCUMAN,3002,,TUCUMAN 3002,Balvanera,3,1189,C1189AAH
"-583,841,655","-346,051,634",2121,BAR GUANABARA,RESTAURANTE,,,4384 5229,,,SARMIENTO,1232,,SARMIENTO 1232,San Nicolas,1,1041,C1041AAZ
"-583,888,556","-346,377,044",895,BAR HISPANO ARGENTINO,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4304 6036,,,LUZURIAGA,301,,LUZURIAGA 301,Barracas,4,1280,C1280ACG
"-583,767,725","-346,014,584",2123,BAR HYDE PARK,RESTAURANTE,SANDWICHERIA,CLASICO PORTEÑO,4328 3930,,lunes a domingo 00,MAIPU,572,,MAIPU 572,San Nicolas,1,1006,C1006ACF
"-583,903,013","-3,460,189",2124,BAR IBERIA,RESTAURANTE,SANDWICHERIA,CLASICO PORTEÑO,4372 7298,,lunes a viernes de 7 a 21,TUCUMAN,1648,,TUCUMAN 1648,San Nicolas,1,1050,C1050AAH
"-584,467,804","-345,980,548",2656,BAR J O C,,SANDWICHERIA,CLASICO PORTEÑO,,,,THAMES,200,,THAMES 200,Villa Crespo,15,1414,C1414DCD
"-584,058,699","-345,779,622",41,BAR K-FE,CAFE,,,4803 9486,,,CASTEX,3390,,CASTEX 3390,Palermo,14,1425,C1425CDF
,,,BAR LA ACADEMIA,Bar Notable,,,4372-2765,bar_lacademia@hotmail.com,,,,,AV. CALLAO 368,BALVANERA,3,,
"-584,699,544","-345,536,476",1500,BAR LA ESCUELA,RESTAURANTE,SANDWICHERIA,CLASICO PORTEÑO,,,,PEDRAZA MANUELA,2803,,"PEDRAZA, MANUELA 2803",NuÑes,13,1429,C1429CCS
"-583,898,817","-346,006,845",2125,BAR LA ROBLA,RESTAURANTE,INTERNACIONAL,,4811 4484,,,VIAMONTE,1615,,VIAMONTE 1615,San Nicolas,1,1055,C1055ABE
"-584,071,101","-345,936,881",1658,BAR LAPRIDA,BAR,MINUTAS,CLASICO PORTEÑO,4827 2984,,lunes a viernes de 6 a 22,CHARCAS,2900,,CHARCAS 2900,Recoleta,2,1425,C1425BMH
"-584,886,407","-346,633,248",2739,BAR LAS VEGAS,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4635 9116,,,PERON EVA,5900,,"PERON, EVA AV. 5900",Villa Lugano,8,1439,C1439BSW
,,,BAR LAVALLE,Bar Notable,,,4371-5782,info@barlavalle.com.ar,,,,,LAVALLE 1693,SAN NICOLÁS,1,,
"-583,725,091","-345,957,223",1958,BAR LEGALES,CAFE,MINUTAS,CLASICO PORTEÑO,4312 5806,,lunes a viernes de 7 a 19,ALEM LEANDRO N.,1028,,"ALEM, LEANDRO N. AV. 1028",Retiro,1,1001,C1001AAS
"-584,105,075","-345,922,813",1654,BAR LOS ANGELES,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4821 9036,,,SANCHEZ DE BUSTAMANTE,1626,,SANCHEZ DE BUSTAMANTE 1626,Recoleta,2,1425,C1425DUH
"-585,063,811","-346,678,433",1287,BAR LOS BILLARES DE MATADEROS,RESTAURANTE,MINUTAS,ANTIGUO,,,,CORRALES,7300,,DE LOS CORRALES AV. 7300,Mataderos,9,1440,C1440BBV
"-58,384,294","-346,166,704",1350,BAR MAYO,CAFE,MINUTAS,CLASICO PORTEÑO,4383 6710,,,CHILE,1300,,CHILE 1300,Monserrat,1,1098,C1098AAZ
"-583,810,841","-34,600,883",2127,BAR MEMOS,BAR,MINUTAS,ESPEJOS,,,lunes a viernes de 7 a 19,PELLEGRINI CARLOS,645,,"PELLEGRINI, CARLOS 645",San Nicolas,1,1009,C1009ABM
"-583,845,026","-346,282,515",1099,BAR MICHI,RESTAURANTE,MINUTAS,,,,,BRASIL,1302,,BRASIL 1302,Constitucion,1,1154,C1154AAX
"-583,768,431","-346,070,115",2126,BAR MITRE,BAR,MINUTAS,MODERNO,4342 2704,,lunes a viernes de 6 a 21,MITRE BARTOLOME,730,,"MITRE, BARTOLOME 730",San Nicolas,1,1036,C1036AAN
"-584,389,363","-346,145,369",966,BAR MUNICIPAL,RESTAURANTE,,,,,,AVELLANEDA,550,,AVELLANEDA 550,Caballito,6,1405,C1405CNS
"-584,670,237","-345,791,606",2751,BAR ORIENTE,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4554 5688,,lunes a lunes de 7 a 20,ALVAREZ THOMAS,1800,,ALVAREZ THOMAS AV. 1800,Villa Ortuzar,15,1427,C1427CDR
"-584,226,685","-346,029,183",616,BAR ORQUIDEA,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4864 0957,,,CORRIENTES,4101,,CORRIENTES AV. 4101,Almagro,5,1195,C1195AAA
"-58,500,065","-346,627,141",1286,BAR OVIEDO,BAR,REGIONAL,FOLKLORICO,4687 8690,,,DE LA TORRE LISANDRO,2407,,"DE LA TORRE, LISANDRO AV. 2407",Mataderos,9,1440,C1440ECM
"-585,294,797","-346,172,905",2783,BAR OVIEDO,CAFE,SANDWICHERIA,CLASICO PORTEÑO,4641 4138,,lunes a sábado de 6 a 21,BEIRO FRANCISCO,5701,,"BEIRO, FRANCISCO AV. 5701",Villa Real,10,1419,C1419IAG
"-584,535,726","-345,844,008",563,BAR PALACIO,RESTAURANTE,SANDWICHERIA,,4554 5529,www.simic.com.ar,,LACROZE FEDERICO,3901,,"LACROZE, FEDERICO AV. 3901",Chacarita,15,1427,C1427EDE
,,,BAR PALACIO / Museo Fotográfico SIMIK,Bar Notable,,,4554-5529,alejandrosimik@gmail.com,,,,,FRAGA 702,CHACARITA,15,,
"-584,242,018","-345,829,449",43,BAR PATRICE,CAFE,MINUTAS,MODERNO,4776 1485,,,CHARCAS,4402,,CHARCAS 4402,Palermo,14,1425,C1425BNN
,,,BAR QUINTINO,Bar Notable,,,4923-5237,,,,,,CARLOS CALVO 4002,BOEDO,5,,
"-583,895,248","-346,043,116",2128,BAR RAMOS,BAR,MINUTAS,MODERNO,4374 7046,,lunes a domingo de 1 a 00,CORRIENTES,1604,,CORRIENTES AV. 1604,San Nicolas,1,1042,C1042AAP
"-584,825,506","-346,337,444",2631,BAR RHIN,RESTAURANTE,SANDWICHERIA,CLASICO PORTEÑO,4674 0265,,,SEGUROLA,11,,SEGUROLA AV. 11,Floresta,10,1407,C1407AMA
"-58,408,847","-34,599,451",698,BAR ROMA,BAR,SANDWICHERIA,CLASICO PORTEÑO,4961 8863,,,SAN LUIS,3101,,SAN LUIS 3101,Balvanera,3,1186,C1186ACI
"-584,867,638","-345,550,142",2059,BAR SAAVEDRA,CAFE,SANDWICHERIA,CLASICO PORTEÑO,,,,BALBIN RICARDO DR.,4008,,"BALBIN, RICARDO, DR. AV. 4008",Saavedra,12,1430,C1430AAY
"-583,995,366","-346,072,981",700,BAR SAN JOSE,BAR,MINUTAS,CLASICO PORTEÑO,4952 0075,,,PERON JUAN DOMINGO TTE.,2311,,"PERON, JUAN DOMINGO, TTE. GENERAL 2311",Balvanera,3,1040,C1040AAK
,,,BAR SEDDON,Bar Notable,,,4342-3700,juanseddon@hotmail.com,,,,,DEFENSA 695,SAN TELMO,1,,
"-583,748,531","-346,110,115",1351,BAR SIN NOMBRE,BAR,,,,,,PERU,259,,PERU 259,Monserrat,1,1067,C1067AAE
"-58,370,375","-346,043,153",2130,BAR SRL,BAR,MINUTAS,MODERNO,4331 6285,,lunes a viernes de 6 a 22,ALEM LEANDRO N.,292,,"ALEM, LEANDRO N. AV. 292",San Nicolas,1,1003,C1003AAP
"-583,783,022","-34,602,343",2129,BAR SUAREZ,BAR,MINUTAS,,4312 9222,,,LAVALLE,803,,LAVALLE 803,San Nicolas,1,1047,C1047AAQ
"-583,700,253","-346,183,907",2557,BAR SUR,,MINUTAS,CLASICO PORTEÑO,4362 6086,,,ESTADOS UNIDOS,299,,ESTADOS UNIDOS 299,San Telmo,1,1101,C1101AAE
,,,BAR SUR,Bar Notable,,,4362-6086,info@bar-sur.com.ar,,,,,ESTADOS UNIDOS 299,SAN TELMO,1,,
"-583,740,042","-34,600,331",2131,BAR TIENDA LA BUSQUEDA,BAR,MINUTAS,DISEÑO,4311 4167,labusquedadecing@hotmail.com,lunes a miércoles de 9 a 20 - jueves a sábado de 9 a 00,SAN MARTIN,657,,SAN MARTIN 657,San Nicolas,1,1004,C1004AAM
"-584,098,127","-346,007,663",699,BAR TUCUMAN,BAR,MINUTAS,CLASICO PORTEÑO,,,,TUCUMAN,3140,,TUCUMAN 3140,Balvanera,3,1189,C1189AAJ
"-583,792,964","-346,012,374",2132,BAR TUCUMAN,CAFE,MINUTAS,CLASICO PORTEÑO,4394 6074,,lunes a viernes de 7 a 18,TUCUMAN,877,,TUCUMAN 877,San Nicolas,1,1049,C1049AAQ
"-583,796,704","-345,995,456",2133,BAR UNO,CAFE,MINUTAS,CLASICO PORTEÑO,4322 3350,,lunes a viernes de 8 a 18,SUIPACHA,757,,SUIPACHA 757,San Nicolas,1,1008,C1008AAO
